char* first_name,char* last_name,int overall_rating,int age,int jersey_number,int team_id,int pos_id,int speed,int strength,int toughness,int carrying,int catching,int throwAccuracy,int jukeMove,int kickAccuracy,int kickReturn,int block,int coverage,int tackle
Omarr,Norman-Lott,71,23,55,9,3,67,85,81,40,24,10,19,15,19,36,12,77
Carson,Steele,70,22,42,9,4,86,80,89,85,70,35,77,16,56,50,29,41
Gardner,Minshew II,70,29,17,9,14,80,62,95,60,26,83,64,16,13,19,13,31
Jared,Wiley,70,24,12,9,19,85,75,88,75,81,10,69,12,25,58,19,39
Mike,Edwards,70,29,34,9,5,88,63,90,60,78,6,69,25,40,24,69,63
Wanya,Morris,70,24,64,9,18,69,83,87,20,23,7,15,10,10,82,12,30
Brashard,Smith,69,22,30,9,4,93,64,85,87,69,15,81,18,84,30,22,27
Darius,Rush,69,25,46,9,2,93,53,80,63,72,41,72,15,72,30,70,49
Marlon,Tuipulotu,68,26,92,9,3,69,87,86,37,33,6,19,16,10,51,18,78
Robert,Tonyan,68,31,85,9,19,86,74,75,73,84,32,68,12,10,54,15,39
Tyquan,Thornton,68,25,2,9,20,92,55,79,76,81,30,72,14,72,35,15,19
Eric,Scott Jr,67,26,45,9,2,86,62,78,59,70,18,71,15,56,29,66,55
James,Winchester,67,36,41,9,10,80,67,75,64,60,10,37,24,10,46,20,42
Jason,Brownlee,67,26,89,9,20,86,64,85,68,77,19,82,13,72,35,21,30
Jeffrey,Bassa,67,22,31,9,17,85,69,88,58,54,6,53,19,10,34,64,80
Nikko,Remigio,67,25,81,9,20,87,63,83,71,82,12,80,20,82,33,16,31
Hunter,Nourzad,66,25,60,9,1,67,83,90,41,22,7,10,20,10,76,9,35
Janarius,Robinson,66,27,98,9,15,81,81,82,43,50,6,40,19,10,33,39,74
Deon,Bush,65,32,26,9,5,88,71,83,62,68,12,62,18,42,14,62,62
Bailey,Zappe,64,26,14,9,14,76,56,89,67,22,79,55,32,10,18,12,24
C.J.,Hanson,64,24,61,9,16,72,82,80,33,35,15,48,20,10,75,13,33
Cam,Jones,64,25,44,9,9,85,65,85,52,54,14,51,11,30,39,57,78
Fabien,Lovett Sr,64,25,96,9,3,73,84,82,26,30,6,20,15,10,36,28,74
Mike,Caliendo,64,27,66,9,8,60,82,79,32,42,6,12,11,10,71,12,25
Jake,Briningstool,63,22,88,9,19,81,71,81,72,78,10,64,13,18,58,17,37
Malik,Herring,63,26,94,9,15,75,78,78,42,34,6,41,10,10,35,18,78
Dalton,Cooper,62,24,73,9,18,73,86,82,26,23,6,10,11,10,77,11,24
Ethan,Driskell,62,25,75,9,18,64,87,84,26,28,15,33,25,36,74,11,34
Glendon,Miller,62,23,25,9,5,91,63,87,62,68,6,62,14,42,30,63,63
Chris,Roland-Wallace,61,23,30,9,2,86,64,89,62,65,34,72,15,55,26,64,50
Cole,Christiansen,61,28,48,9,12,82,73,87,60,57,6,47,13,42,35,50,79
Esa,Pole,61,24,79,9,11,63,83,84,24,27,6,11,13,10,72,12,25
Jack,Cochrane,60,26,43,9,12,84,70,75,63,62,26,61,15,25,42,56,78
Chris,Oladokun,55,27,19,9,14,82,60,87,61,41,71,58,23,22,21,10,28
Quenton,Nelson,92,29,56,10,8,70,95,91,35,19,6,12,15,10,92,10,34
DeForest,Buckner,88,31,99,10,3,76,90,92,44,40,6,28,19,11,42,38,90
Jonathan,Taylor,88,26,28,10,4,92,82,92,89,71,20,88,15,45,33,16,27
Kenny,Moore II,88,30,23,10,2,91,61,77,53,78,6,75,24,72,22,89,69
Charvarius,Ward,87,29,7,10,2,90,65,81,61,73,11,79,12,42,26,88,74
Bernhard,Raimann,85,27,79,10,11,71,91,83,50,46,10,29,31,10,84,15,33
Grover,Stewart,85,31,90,10,3,73,91,92,26,30,6,20,15,10,41,29,87
Braden,Smith,83,29,72,10,18,67,92,93,29,19,6,10,14,15,89,14,55
Camryn,Bynum,82,27,0,10,5,86,66,85,59,74,6,72,11,52,28,74,82
Michael,Pittman Jr,82,27,11,10,20,89,71,92,71,89,33,77,15,76,50,17,55
Josh,Downs,80,24,1,10,20,90,51,86,74,90,42,76,25,74,32,10,22
Zaire,Franklin,80,29,44,10,12,84,80,89,52,61,6,48,20,10,32,59,88
Alec,Pierce,79,25,14,10,20,93,67,84,75,87,12,73,16,65,35,25,29
Luke,Rhodes,79,32,46,10,10,80,80,88,47,54,6,55,20,35,51,52,75
Kwity,Paye,77,26,51,10,15,84,86,84,57,46,6,45,18,10,36,31,85
Rigoberto,Sanchez,77,30,8,10,13,70,51,69,47,38,32,10,83,10,18,22,29
Khalil,Herbert,76,27,26,10,4,88,73,77,94,66,17,86,12,85,34,14,31
Laiatu,Latu,76,24,97,10,15,84,77,84,45,54,5,39,10,10,35,49,78
Nick,Cross,76,23,20,10,5,92,67,83,54,73,16,67,23,40,29,69,80
Samuel,Womack III,76,26,33,10,2,92,46,67,52,69,6,73,12,50,19,75,58
Jaylon,Jones,75,23,40,10,2,89,62,80,63,67,14,69,13,60,25,76,61
Samson,Ebukam,75,30,52,10,15,84,83,87,41,52,6,57,20,10,33,55,82
Tyler,Warren,75,23,84,10,19,84,80,92,73,81,49,70,33,42,61,32,46
JT,Tuimoloau,74,22,91,10,7,80,82,92,50,57,16,38,16,25,34,49,77
JuJu,Brents,74,25,29,10,2,88,52,86,61,67,19,73,15,49,29,71,63
Adonai,Mitchell,73,22,10,10,20,94,51,79,72,81,20,77,15,67,42,14,27
Mo,Alie-Cox,73,31,81,10,19,82,70,86,72,83,10,62,14,10,60,12,28
Tre,Herndon,73,29,42,10,2,87,56,82,53,58,6,71,11,65,17,76,49
Tyquan,Lewis,73,30,94,10,15,80,83,88,28,33,6,29,13,10,31,34,82
Anthony,Richardson Sr,72,23,5,10,14,91,73,90,57,39,79,78,17,20,27,14,33
Ashton,Dulin,72,28,16,10,20,92,61,83,74,83,17,78,14,79,34,14,41
Corey,Ballentine,71,29,38,10,2,89,61,82,52,65,6,74,17,84,17,70,58
DJ,Giddens,71,22,21,10,4,91,70,89,92,63,14,80,18,38,33,24,35
Justin,Walley,71,22,27,10,2,92,55,94,65,74,6,70,25,48,30,74,56
Matt,Goncalves,71,24,71,10,16,66,84,86,25,12,6,10,14,10,76,11,32
Neville,Gallimore,71,28,92,10,3,80,80,86,38,34,6,29,15,10,40,20,84
Rodney,Thomas II,71,26,25,10,5,89,61,78,57,73,17,65,14,37,26,68,60
Duke,Shelley,70,28,34,10,2,88,53,82,60,68,6,68,13,47,26,74,61
Jaylon,Carlies,70,23,57,10,17,89,72,85,61,76,12,56,13,10,36,65,77
Tanor,Bortolini,70,23,60,10,1,74,82,82,40,25,6,10,12,10,78,12,37
Anthony,Gould,69,24,6,10,20,94,47,81,67,78,12,72,13,82,28,13,20
Daniel,Jones,69,28,17,10,14,87,67,94,56,38,82,70,50,10,19,16,24
David,Long Jr,69,27,34,10,2,90,61,82,65,68,6,76,25,45,25,72,52
Jelani,Woods,69,26,80,10,19,85,78,85,72,78,63,71,14,15,61,16,38
Maddux,Trujillo,69,22,48,10,6,74,39,57,22,24,30,24,74,5,9,14,13
Salvon,Ahmed,69,26,36,10,4,91,62,83,86,65,20,81,10,75,34,29,31
Spencer,Shrader,69,26,3,10,6,67,42,63,29,32,27,10,78,10,12,12,25
Daniel,Scott,68,26,32,10,5,91,67,79,60,70,29,72,21,55,28,69,61
Jacob,Phillips,68,26,54,10,9,82,73,88,47,56,6,36,20,10,40,54,82
Jalen,Travis,68,23,75,10,18,68,88,87,28,22,6,17,17,10,77,13,28
Laquon,Treadwell,68,30,13,10,20,85,70,83,74,83,19,76,22,25,35,20,38
Tyler,Goodson,68,24,31,10,4,92,57,73,80,67,20,81,21,56,31,19,24
Tim,Smith,67,23,93,10,3,68,83,90,37,21,11,17,18,22,34,14,80
Joe,Bachie,66,27,48,10,17,82,76,90,61,60,6,59,20,10,35,53,82
Segun,Olubi,66,25,50,10,17,90,66,80,53,63,14,66,29,35,36,62,75
Blake,Freeland,65,24,73,10,11,73,83,85,57,53,44,44,23,15,70,15,47
Dalton,Tucker,65,25,68,10,16,66,82,87,20,35,6,10,12,10,76,12,29
Danny,Pinter,65,29,63,10,1,74,82,85,38,48,6,25,21,10,80,14,37
Drew,Ogletree,65,27,85,10,19,82,74,78,74,79,10,64,14,10,56,10,26
Eric,Johnson II,65,27,98,10,3,77,79,82,30,32,6,25,14,10,37,16,77
Hunter,Wohler,65,22,30,10,5,87,63,84,60,64,6,63,15,70,30,64,67
Riley,Leonard,65,22,15,10,14,86,70,87,69,39,76,72,33,28,31,31,37
Will,Mallory,65,26,86,10,19,87,72,91,70,78,16,72,13,20,50,13,33
Adetomiwa,Adebawore,64,24,95,10,3,89,84,88,35,30,10,41,21,10,35,22,66
D.J.,Montgomery,64,28,2,10,20,90,53,81,70,75,11,78,16,70,45,23,37
Isaiah,Land,64,25,55,10,7,85,69,75,47,52,14,51,14,35,40,45,71
Cameron,McGrone,63,25,59,10,12,87,69,75,60,56,6,35,12,10,37,56,78
Sean,McKeon,63,27,49,10,19,83,72,81,68,79,10,60,19,18,57,18,52
Blayne,Taylor,62,23,4,10,20,91,66,84,71,75,22,72,19,72,37,23,31
Trey,Washington,62,22,41,10,5,89,67,84,58,64,6,71,14,74,24,65,64
Liam,Anderson,61,25,47,10,12,87,70,86,62,65,6,58,13,10,35,62,76
Luke,Tenuta,61,26,67,10,18,59,81,75,35,34,6,10,13,10,74,11,49
Wesley,French,61,28,62,10,8,66,87,82,42,39,6,19,11,10,69,13,52
Josh,Sills,60,27,66,10,8,64,78,87,40,35,5,22,38,10,73,11,25
Micah,Parsons,98,26,11,11,7,90,89,87,69,62,6,71,20,60,33,63,89
CeeDee,Lamb,95,26,88,11,20,90,70,91,76,95,26,92,33,80,44,22,38
Tyler,Smith,88,24,73,11,8,72,97,89,39,35,6,10,18,10,88,11,30
Brandon,Aubrey,87,30,17,11,6,82,49,76,28,30,26,34,98,10,16,17,28
DaRon,Bland,87,26,26,11,2,90,60,86,58,85,6,82,19,40,25,90,67
Dak,Prescott,84,32,4,11,14,84,75,97,68,42,88,71,22,13,34,15,42
Trevon,Diggs,84,27,7,11,2,91,69,80,74,86,6,72,20,78,29,82,58
George,Pickens,83,24,3,11,20,91,61,79,72,86,10,80,16,74,41,15,24
Bryan,Anger,81,36,5,11,13,73,55,82,60,65,28,54,89,10,21,18,34
Jake,Ferguson,81,26,87,11,19,81,69,84,72,91,20,75,19,10,64,18,37
Malik,Hooker,79,29,28,11,5,88,76,79,68,81,12,69,19,48,16,72,75
Osa,Odighizuwa,79,27,97,11,3,77,85,89,29,26,6,25,18,10,33,23,86
Javonte,Williams,78,25,33,11,4,88,80,88,89,69,10,83,14,42,52,18,35
Tyler,Booker,77,21,52,11,16,60,94,91,20,23,6,10,13,10,80,12,54
Dante,Fowler Jr,76,31,13,11,15,82,73,77,55,51,6,45,22,10,29,43,78
DeMarvion,Overshown,76,25,0,11,17,88,64,82,59,66,6,66,16,10,40,67,81
Donovan,Wilson,76,30,6,11,5,87,64,79,51,75,6,67,14,30,23,71,69
Jalen,Tolbert,76,26,1,11,20,91,61,87,75,84,20,77,14,45,34,15,23
Sam,Williams,76,26,54,11,15,89,79,78,35,42,6,27,14,10,33,35,82
Donovan,Ezeiruaku,75,21,41,11,7,83,77,89,42,38,7,34,15,28,39,38,78
KaVontae,Turpin,75,29,9,11,20,97,48,76,67,80,29,86,12,97,26,25,12
Cooper,Beebe,74,24,56,11,1,71,87,92,30,32,6,15,12,10,81,11,40
Kaiir,Elam,74,24,20,11,2,93,60,71,56,76,20,73,17,55,27,73,63
Miles,Sanders,74,28,27,11,4,90,69,84,88,66,26,83,12,77,35,15,33
Shavon,Revel Jr.,74,24,27,11,2,93,66,77,58,72,6,78,24,77,29,74,66
Kenneth,Murray Jr,73,26,59,11,12,87,73,85,55,60,20,54,12,10,34,59,85
Markquese,Bell,73,26,14,11,5,92,68,81,57,66,31,64,11,35,29,67,79
Mazi,Smith,73,24,58,11,3,74,91,88,31,33,6,15,12,10,39,13,84
Payton,Turner,73,26,98,11,15,80,82,84,39,37,6,36,15,10,31,29,84
Terence,Steele,73,28,78,11,18,75,88,88,40,41,6,10,12,10,83,18,32
Trent,Sieg,73,29,44,11,10,75,72,88,58,47,6,52,20,35,50,25,65
Tyler,Guyton,73,23,60,11,11,67,85,84,39,33,9,41,8,10,79,15,28
Caelen,Carson,72,23,21,11,2,88,52,84,54,68,12,70,17,45,20,70,66
Damone,Clark,72,25,18,11,12,90,67,84,58,57,14,61,15,10,39,67,91
Hunter,Luepke,72,25,40,11,4,86,69,87,74,76,30,68,21,67,64,25,49
Jack,Sanborn,72,25,57,11,12,80,72,90,63,65,6,54,21,12,38,58,78
Jaydon,Blue,72,21,34,11,4,93,65,86,84,71,19,80,25,69,35,30,30
Jonathan,Mingo,72,24,81,11,20,90,71,85,71,81,10,72,18,57,40,31,43
Marist,Liufau,72,24,35,11,9,84,73,90,62,60,21,57,24,10,44,68,75
Marshawn,Kneeland,72,24,94,11,7,81,78,83,24,26,6,34,18,10,28,32,79
Israel,Mukuamu,71,25,24,11,5,88,65,68,59,72,15,71,23,37,31,72,66
Joe,Milton III,71,25,10,11,14,85,64,82,60,27,78,56,21,10,18,11,24
Luke,Schoonmaker,71,26,86,11,19,85,72,85,73,80,10,60,14,15,61,37,52
Parris,Campbell,71,28,80,11,20,92,56,78,73,82,10,83,12,76,43,20,38
Solomon,Thomas,71,30,90,11,3,82,87,88,40,32,6,32,11,10,30,36,82
Deuce,Vaughn,70,23,42,11,4,89,58,89,92,66,16,82,12,69,32,13,25
Robert,Jones,70,26,65,11,8,65,88,83,37,24,6,20,20,10,77,11,32
Andrew,Booth Jr,69,24,25,11,2,91,62,87,58,71,24,74,18,64,30,69,54
James,Houston IV,69,26,53,11,7,84,72,82,35,32,17,45,15,10,33,31,77
Josh,Butler,69,28,31,11,2,91,56,78,54,60,20,72,11,42,23,70,61
Robert,Rochell,69,27,30,11,2,92,55,72,59,66,6,74,20,59,24,67,52
Jalen,Cropper,68,24,16,11,20,92,59,92,65,81,10,77,13,73,35,27,35
Phil,Mafah,68,22,37,11,4,88,75,93,90,67,31,77,30,80,36,32,41
Ryan,Flournoy,68,25,19,11,20,90,62,80,72,84,17,78,15,27,45,16,31
C.J.,Goodwin,67,35,29,11,2,93,66,66,69,68,10,73,22,54,25,66,48
Jalen,Brooks,67,25,83,11,20,86,61,82,71,82,15,75,15,60,28,14,28
Perrion,Winfrey,67,25,99,11,3,76,82,79,26,24,9,31,13,10,32,22,77
Saahdiq,Charles,67,26,77,11,8,70,85,86,26,20,6,15,12,11,77,12,35
T.J.,Bass,67,26,66,11,16,56,85,87,50,45,6,41,11,9,75,13,47
Brock,Hoffman,66,26,67,11,1,56,81,77,35,21,6,10,10,10,77,9,32
Earnest,Brown IV,66,26,51,11,3,72,83,80,33,36,6,32,22,10,31,34,72
Juanyeh,Thomas,66,25,2,11,5,87,65,81,65,62,6,67,16,67,29,66,69
Nathan,Thomas,66,24,71,11,11,66,85,87,57,53,15,41,15,10,75,12,28
Shemar,James,66,21,50,11,17,83,73,87,64,60,6,54,19,10,35,59,78
Ajani,Cornelius,65,23,69,11,18,64,86,88,30,20,6,14,12,10,75,11,29
Asim,Richards,65,24,76,11,11,67,87,78,57,52,6,39,12,10,68,12,45
Jay,Toia,65,22,93,11,3,65,86,91,41,20,10,17,21,26,46,14,73
Tommy,Akingbesote,65,22,92,11,3,69,82,85,37,21,10,18,21,27,36,15,73
Brevyn,Spann-Ford,64,25,89,11,19,80,72,88,70,77,10,63,22,27,56,34,55
Matt,Waletzko,64,25,79,11,18,71,85,79,31,20,6,10,11,10,75,11,28
Hakeem,Adeniji,63,27,75,11,18,66,84,90,40,25,6,10,12,10,74,14,36
John,Stephens Jr,63,25,49,11,19,83,77,82,73,77,11,57,18,46,59,17,34
Princeton,Fant,61,26,85,11,19,87,72,83,72,74,17,68,14,30,53,18,35
Will,Grier,56,30,15,11,14,79,57,90,58,29,72,57,44,10,14,15,21
Tyreek,Hill,95,31,10,12,20,98,64,93,77,91,27,95,15,92,40,15,27
Minkah,Fitzpatrick,92,28,29,12,5,91,64,88,66,79,6,79,13,68,27,88,78
Jaylen,Waddle,85,26,17,12,20,97,57,85,75,82,24,86,16,84,37,17,29
Zach,Sieler,84,29,92,12,3,78,89,88,29,36,6,33,12,10,32,24,84
De'Von,Achane,83,23,28,12,4,96,68,87,93,76,35,83,13,81,33,16,30
Darren,Waller,82,32,83,12,19,88,70,78,74,85,10,77,14,22,50,15,32
Jaelan,Phillips,82,26,15,12,7,86,83,76,39,39,6,35,14,10,29,44,84
Tua,Tagovailoa,82,27,1,12,14,83,61,93,69,32,92,70,14,10,21,14,28
Jordyn,Brooks,80,27,20,12,12,87,74,89,56,56,6,30,20,10,31,58,87
Bradley,Chubb,79,29,2,12,15,84,89,95,53,56,6,38,15,10,31,51,82
James,Daniels,79,27,78,12,8,66,86,82,28,20,6,10,14,10,80,12,28
Kenneth,Grant,78,21,90,12,3,68,92,93,44,45,11,23,25,28,36,18,82
Aaron,Brewer,77,27,55,12,1,74,79,84,22,31,6,25,12,10,88,16,31
Chop,Robinson,77,22,44,12,7,88,73,81,30,28,6,35,12,10,30,48,77
Jake,Bailey,77,28,16,12,13,82,43,43,40,39,22,16,80,10,7,19,29
Jason,Sanders,77,29,7,12,6,77,37,53,28,46,22,13,83,10,16,14,27
Ryan,Stonehouse,77,26,49,12,13,85,46,72,24,24,27,24,82,10,13,12,22
Alexander,Mattison,76,27,8,12,4,86,74,88,94,68,16,84,13,74,39,19,35
Kader,Kohou,76,26,4,12,2,93,63,85,53,70,6,75,30,45,25,73,52
Mike,Hilton,76,31,38,12,2,87,65,85,57,74,21,75,10,69,19,76,71
Jack,Jones,75,27,23,12,2,94,53,73,60,77,12,73,33,60,18,75,43
Nick,Westbrook-Ikhine,75,28,18,12,20,90,64,84,76,84,15,76,15,29,42,17,32
Alec,Ingold,74,29,30,12,4,83,78,87,80,71,47,71,37,32,74,18,50
Ashtyn,Davis,74,28,21,12,5,92,60,92,64,74,9,78,17,81,23,69,63
Austin,Jackson,74,26,73,12,18,72,84,91,24,31,6,26,20,10,83,27,54
Ifeatu,Melifonwu,74,26,9,12,5,88,64,81,59,73,37,72,23,65,32,72,64
Tyrel,Dodson,74,27,11,12,17,89,74,88,45,60,6,32,13,10,31,75,83
Jaylen,Wright,73,22,5,12,4,93,76,89,86,66,17,83,12,58,41,14,34
Jonah,Savaiinaea,73,21,72,12,16,74,84,90,30,21,6,11,15,10,79,10,20
Willie,Gay,73,27,40,12,9,87,73,84,56,68,6,64,18,14,35,60,84
Patrick,Paul,72,23,52,12,11,68,90,85,35,33,12,22,21,10,79,13,44
Jordan,Phillips,71,21,94,12,3,72,89,88,38,23,19,22,18,26,35,10,84
K.J.,Britt,71,26,3,12,17,81,74,88,55,49,6,35,20,10,37,65,81
Ollie,Gordon II,71,21,31,12,4,86,76,87,89,69,34,78,25,69,36,24,38
Pharaoh,Brown,71,31,85,12,19,80,75,71,74,83,10,74,19,15,61,15,35
Daniel,Brunskill,70,31,64,12,16,71,81,88,49,53,6,48,20,10,78,14,33
Kendall,Sheffield,70,29,14,12,2,91,56,81,63,59,6,72,15,71,25,70,58
Malik,Washington,70,24,6,12,20,90,59,83,68,85,25,81,15,78,32,17,29
Mohamed,Kamara,70,25,50,12,7,87,73,83,30,25,8,50,17,10,35,44,76
Artie,Burns,69,30,23,12,2,89,56,73,60,63,6,74,17,56,25,72,51
Cam,Smith,69,24,24,12,2,91,45,85,56,72,6,37,15,64,24,67,50
Channing,Tindall,69,25,41,12,17,91,69,83,55,49,11,61,17,30,33,55,82
Dee,Eskridge,69,28,82,12,20,92,58,76,71,78,10,81,13,83,32,26,40
Jason,Marshall Jr.,69,22,33,12,2,89,60,86,55,69,15,73,17,80,30,68,52
Benito,Jones,68,27,95,12,3,69,86,93,25,37,6,26,20,10,41,24,79
Tahj,Washington,68,24,7,12,20,88,53,87,76,82,10,81,11,76,31,14,20
Braeden,Daniels,67,25,66,12,18,73,79,80,40,34,6,10,32,10,75,12,36
Dante,Trader Jr.,67,22,25,12,5,84,62,87,61,69,18,63,15,70,30,68,66
Ethan,Bonner,67,25,27,12,2,92,53,78,55,63,10,70,22,55,23,67,50
Jackson,Carman,67,25,76,12,8,58,89,81,30,24,6,10,20,10,76,12,28
Liam,Eichenberg,67,27,74,12,16,68,85,76,24,24,6,12,13,10,75,14,26
Matthew,Butler,67,26,91,12,3,72,80,80,37,36,6,32,17,10,38,16,80
Zach,Wilson,67,26,0,12,14,83,61,87,66,60,78,67,45,10,18,14,23
Cameron,Goode,66,27,53,12,15,85,67,65,45,50,6,44,15,10,32,39,73
Larry,Borom,66,26,79,12,18,67,83,86,26,24,6,10,12,10,73,14,28
Erik,Ezukanma,65,25,84,12,20,88,68,85,73,80,15,74,15,50,41,14,20
Matt,Dickerson,65,29,98,12,3,72,81,86,26,30,6,17,12,10,34,28,79
Zeek,Biggers,65,21,93,12,3,69,84,84,36,18,6,18,18,25,36,17,75
Patrick,McMorris,64,23,32,12,5,87,63,80,74,71,27,72,15,44,34,65,63
Quinton,Bell,64,29,56,12,15,89,75,85,57,66,6,65,14,10,31,56,75
Elijah,Campbell,63,30,22,12,5,90,61,76,60,70,6,74,17,56,25,66,60
Eugene,Asante,63,25,51,12,12,90,69,87,62,53,6,55,18,10,35,58,79
Grayson,Murphy,63,24,42,12,15,85,76,83,50,50,10,44,15,35,29,38,70
Julian,Hill,63,25,89,12,19,83,75,87,70,74,53,69,15,35,61,19,34
Quinn,Ewers,63,22,14,12,14,78,66,85,54,41,77,49,32,18,22,29,23
Ryan,Hayes,63,25,77,12,11,66,78,85,51,45,43,41,51,10,76,11,40
Storm,Duck,63,24,36,12,2,91,63,79,62,71,8,71,15,69,20,62,52
Andrew,Meyer,62,25,60,12,1,70,86,85,21,22,6,10,10,10,74,10,25
Jalin,Conyers,62,24,47,12,19,81,74,80,73,75,10,62,15,18,57,17,37
Addison,West,61,24,65,12,8,69,81,83,25,22,6,10,12,10,73,12,24
Josh,Priebe,61,24,68,12,8,65,86,85,23,25,6,10,11,10,73,11,26
Joe,Cardona,60,33,67,12,10,75,80,88,70,56,10,25,14,10,49,20,44
Kion,Smith,58,26,71,12,11,61,75,80,27,23,6,10,10,5,75,10,32
Tanner,Conner,53,27,80,12,19,86,67,70,68,73,10,74,17,42,43,18,36
Lane,Johnson,99,35,65,13,18,77,93,91,67,64,54,54,22,10,97,16,60
Saquon,Barkley,99,28,26,13,4,95,81,90,97,74,35,97,14,81,35,14,28
Jordan,Mailata,96,28,68,13,11,74,97,93,64,57,6,51,13,10,98,15,52
A.J.,Brown,93,28,11,13,20,91,79,90,73,97,29,90,16,72,45,23,23
Jalen,Carter,90,24,98,13,3,82,94,89,48,50,6,44,43,10,57,25,86
DeVonta,Smith,89,26,6,13,20,92,49,87,72,93,19,83,15,82,35,33,36
Landon,Dickerson,88,26,69,13,8,67,93,94,28,31,6,11,12,10,87,8,36
Zack,Baun,88,28,53,13,17,87,80,90,61,66,40,68,19,10,32,78,94
Dallas,Goedert,87,30,88,13,19,86,78,85,73,88,10,76,15,20,62,14,37
Jalen,Hurts,86,27,1,13,14,89,76,93,63,66,90,88,23,22,30,19,37
Quinyon,Mitchell,85,24,27,13,2,94,66,87,75,79,18,75,19,66,27,84,69
Cooper,DeJean,83,22,33,13,2,92,65,88,70,80,52,74,26,80,40,80,72
Nolan,Smith Jr,81,24,3,13,7,90,69,84,49,50,16,55,20,25,32,47,85
Reed,Blankenship,80,26,32,13,5,87,61,79,65,75,16,73,23,65,25,73,70
Jake,Elliott,78,30,4,13,6,76,34,57,33,27,22,16,84,10,17,17,27
Jordan,Davis,78,25,90,13,3,80,96,87,53,34,6,22,11,10,43,15,81
Adoree',Jackson,77,29,8,13,2,92,54,78,67,73,6,84,32,86,27,77,46
Braden,Mann,77,27,10,13,13,78,45,83,25,30,15,10,82,10,22,25,44
Nakobe,Dean,77,24,17,13,12,87,66,87,62,66,6,60,20,10,33,64,87
A.J.,Dillon,76,27,29,13,4,88,85,88,94,68,15,76,12,25,57,14,29
Cam,Jurgens,76,26,51,13,1,75,83,80,45,47,6,42,15,10,84,10,26
Jihaad,Campbell,76,21,30,13,17,89,72,89,62,66,6,56,20,10,36,67,84
Joshua,Uche,74,26,0,13,7,87,73,79,44,48,5,43,12,10,30,52,80
Kelee,Ringo,74,23,7,13,2,94,58,78,62,71,6,68,22,54,25,72,59
Azeez,Ojulari,73,25,13,13,15,85,77,82,53,50,6,46,12,10,37,47,76
Jahan,Dotson,73,25,2,13,20,92,61,81,74,82,36,82,15,80,32,24,25
Sydney,Brown,73,25,21,13,5,90,69,83,65,76,29,72,31,62,28,71,64
Andrew,Mukuba,72,22,24,13,5,91,64,84,64,73,6,68,18,43,30,69,69
Matt,Pryor,72,30,79,13,16,60,86,85,21,23,6,17,13,10,79,11,27
Ogbo,Okoronkwo,72,30,50,13,7,81,83,85,40,41,5,39,10,10,35,48,77
Harrison,Bryant,71,27,85,13,19,83,71,84,73,79,13,65,18,38,59,27,47
Jalyx,Hunt,71,24,58,13,15,84,77,83,27,30,6,48,12,10,35,57,75
Kendall,Lamm,71,33,74,13,11,68,80,81,36,45,6,10,11,10,77,13,42
Mac,McWilliams,71,23,22,13,2,92,59,80,56,67,23,74,28,75,31,73,51
Terrace,Marshall Jr,71,25,46,13,20,90,67,82,74,83,15,78,15,45,42,15,27
Ty,Robinson,71,24,95,13,3,78,89,91,59,55,12,43,30,25,36,22,73
Will,Shipley,71,23,28,13,4,91,68,83,82,64,22,83,17,76,30,15,32
Byron,Young,70,24,94,13,3,71,82,82,40,37,6,29,11,10,32,19,81
Lewis,Cine,70,25,38,13,5,92,58,88,64,61,6,69,35,35,19,68,74
Ainias,Smith,69,24,82,13,20,87,60,83,75,81,12,81,13,81,37,27,32
Grant,Calcaterra,69,26,81,13,19,85,72,84,75,83,10,66,13,10,57,14,30
Kenyon,Green,69,24,76,13,8,64,84,87,22,25,6,14,13,10,78,11,34
Kylen,Granson,69,27,83,13,19,85,69,83,74,79,10,71,17,33,57,15,38
Tyler,Steen,69,25,56,13,16,64,91,85,23,24,8,10,11,10,69,13,48
Antwaun,Powell-Ryland,68,23,52,13,15,82,74,87,45,42,10,36,17,33,37,39,74
Johnny,Wilson,68,24,89,13,20,88,70,80,72,78,10,77,15,29,41,17,31
Moro,Ojomo,68,24,97,13,3,71,84,84,35,33,9,35,22,10,35,24,78
Smael,Mondon Jr.,68,22,42,13,12,86,70,92,59,52,22,46,17,10,34,61,81
Charley,Hughlett,67,35,47,13,10,71,73,76,65,57,6,30,13,10,61,25,57
Jeremiah,Trotter Jr,67,22,54,13,9,78,69,90,59,67,12,50,15,40,38,67,77
Parry,Nickerson,67,30,34,13,2,89,55,75,67,74,6,78,15,46,26,70,45
Thomas,Booker IV,67,25,59,13,3,74,85,83,40,39,6,32,11,10,40,15,78
Cameron,Williams,66,21,73,13,11,66,88,88,29,19,6,19,19,14,74,14,32
Kyle,McCord,66,22,19,13,14,75,62,91,58,29,80,43,29,18,28,16,36
Patrick,Johnson,66,26,48,13,7,83,75,92,50,46,6,35,21,13,34,45,77
Trevor,Keegan,66,25,77,13,8,64,85,89,25,31,12,19,24,10,75,10,34
Cameron,Latu,65,25,49,13,19,80,73,88,69,76,10,65,10,10,57,24,50
Drew,Kendall,65,23,66,13,1,71,81,90,23,22,6,10,12,10,74,11,23
Eli,Ricks,65,23,23,13,2,87,50,78,64,73,10,72,13,60,28,65,47
Elijah,Cooks,65,26,86,13,20,87,65,84,75,82,22,74,12,58,38,36,39
